product_direction,product_category,product_brand,product_name,product_price,production_date,expire_date,period_of_duration,brand_availability,discount_percentage,price_after_discount,store_name,location_long,location_lat,product_group,sales_volume,date_of_manufacture,date_of_expiry,status
,,Lipton,Carbonated Drinks,1.13,,,,,,,SuperValue,-87.67616602,41.92149226,Beverages,96.0,14/08/2024,20/03/2025,yes
,,Nescaf̩,Coffee,7.55,,,,,,,FreshFoods,-118.2601958,34.09504548,Beverages,64.0,26/05/2024,22/04/2026,yes
,,Oscar Mayer,Beef,10.9,,,,,,,FreshFoods,-118.2205881,34.03526841,Meat Products,95.0,07/09/2024,03/11/2024,yes
,,Lipton,Coffee,10.37,,,,,,,EcoGrocer,-95.33418535,29.72794949,Beverages,42.0,02/05/2024,13/12/2025,yes
,,Parmalat,Cheese,9.63,,,,,,,SuperValue,-87.58621746,41.87584541,Dairy Products,31.0,02/11/2024,20/12/2024,yes
,,Barilla,Buns,2.12,,,,,,,NutriMart,-99.11783166,19.38374357,Bakery Products,16.0,12/11/2024,05/02/2025,yes
,,Hormel,Hot Dogs,14.56,,,,,,,PrimePick,-112.0601289,33.46742904,Meat Products,29.0,09/07/2024,24/07/2024,yes
,,Nescaf̩,Carbonated Drinks,8.36,,,,,,,NutriMart,-99.11300593,19.41996248,Beverages,98.0,23/07/2024,12/04/2025,yes
,,Amul,Cottage Cheese,3.2,,,,,,,GoldenCart,-0.121383128,51.46521027,Dairy Products,26.0,06/01/2025,29/03/2025,yes
,,Nestl̩,Chocolate,6.53,,,,,,,TastyBite,139.6683295,35.67038406,Sweets,66.0,02/11/2024,28/02/2025,yes
,,Tyson,Sausage,9.36,,,,,,,FoodWorld,37.62317972,55.76219112,Meat Products,33.0,20/03/2024,13/05/2024,yes
,,Nestl̩,Cheese,3.44,,,,,,,MarketMax,2.308575991,48.84105289,Dairy Products,5.0,12/08/2024,17/10/2024,yes
,,Lipton,Tea,10.15,,,,,,,MarketMax,2.391333361,48.84404609,Beverages,11.0,20/12/2024,01/11/2025,yes
,,Makfa,Wheat Flour,4.24,,,,,,,SuperValue,-87.64049414,41.92738468,Bakery Products,97.0,30/03/2024,21/06/2024,no
,,Pioner,Bread,7.56,,,,,,,MarketMax,2.384536044,48.85979336,Bakery Products,20.0,07/08/2024,01/10/2024,no
,,Mars,Candies,7.94,,,,,,,FreshFoods,-118.2276802,34.00542173,Sweets,27.0,22/04/2024,10/09/2024,yes
,,Pepsi,Coffee,8.05,,,,,,,MegaMarket,-74.05157633,40.68727342,Beverages,28.0,16/04/2024,05/03/2025,yes
,,Oscar Mayer,Poultry,13.27,,,,,,,NutriMart,-99.12340823,19.41449037,Meat Products,19.0,10/12/2024,31/12/2024,yes
,,Pioner,Noodles,7.59,,,,,,,TastyBite,139.6882714,35.72105203,Bakery Products,64.0,12/04/2024,16/07/2024,yes
,,Ozon,Biscuits,2.69,,,,,,,TastyBite,139.6419325,35.65807345,Bakery Products,24.0,19/12/2024,26/04/2025,yes
,,Nestl̩,Ice Cream,5.88,,,,,,,SuperValue,-87.58832588,41.90867762,Sweets,72.0,15/12/2024,22/05/2025,yes
,,Tyson,Hot Dogs,10.37,,,,,,,GoldenCart,-0.08557739,51.52207059,Meat Products,93.0,24/06/2024,04/07/2024,yes
,,Roshen,Candies,5.03,,,,,,,NutriMart,-99.17592157,19.38655476,Sweets,62.0,03/07/2024,20/03/2025,no
,,Campina,Butter,5.17,,,,,,,EcoGrocer,-95.32359224,29.80411598,Dairy Products,62.0,21/07/2024,30/08/2024,yes
,,Milka,Cakes,10.83,,,,,,,GoldenCart,-0.139733826,51.53495139,Sweets,34.0,19/09/2024,06/09/2025,yes
,,Ozon,Bread,7.05,,,,,,,FoodWorld,37.59932333,55.7819629,Bakery Products,53.0,11/04/2024,09/09/2024,no
,,Nestl̩,Cakes,4.3,,,,,,,MegaMarket,-73.96252417,40.68887741,Sweets,20.0,27/06/2024,12/03/2025,yes
,,Hormel,Sausage,14.81,,,,,,,EcoGrocer,-95.3543392,29.76033015,Meat Products,93.0,10/02/2025,05/04/2025,yes
,,Pepsi,Coffee,1.47,,,,,,,GoldenCart,-0.105768647,51.47432657,Beverages,83.0,18/04/2024,04/04/2026,no
,,Barilla,Buns,4.54,,,,,,,MegaMarket,-74.01476078,40.73923388,Bakery Products,20.0,23/03/2024,24/05/2024,yes
,,Lipton,Mineral Water,1.17,,,,,,,NutriMart,-99.08980963,19.44637286,Beverages,1.0,16/12/2024,09/08/2026,yes
,,Nestl̩,Candies,3.49,,,,,,,PrimePick,-112.0953311,33.45197381,Sweets,14.0,07/05/2024,30/04/2025,yes
,,Coca-Cola,Juices,14.86,,,,,,,TastyBite,139.6357441,35.65144182,Beverages,52.0,09/11/2024,12/01/2026,yes
,,Nestl̩,Cheese,5.81,,,,,,,FreshFoods,-118.2078781,34.06757357,Dairy Products,49.0,28/09/2024,21/12/2024,yes
,,Cherkizovo,Beef,9.23,,,,,,,SuperValue,-87.59526702,41.83636861,Meat Products,68.0,09/04/2024,30/04/2024,no
,,Campina,Kefir,3.43,,,,,,,NutriMart,-99.1785438,19.43015003,Dairy Products,70.0,01/01/2025,19/01/2025,no
,,Coca-Cola,Juices,8.93,,,,,,,MegaMarket,-73.99729639,40.75894692,Beverages,21.0,01/01/2025,03/03/2026,no
,,Barilla,Noodles,1.68,,,,,,,TastyBite,139.6758609,35.65937298,Bakery Products,96.0,12/09/2024,02/10/2024,yes
,,Nestl̩,Cakes,9.84,,,,,,,FreshFoods,-118.2167994,34.03625927,Sweets,4.0,06/02/2025,23/09/2025,yes
,,Pepsi,Coffee,11.81,,,,,,,EcoGrocer,-95.32568572,29.74598112,Beverages,85.0,29/09/2024,23/06/2025,yes
,,Pioner,Buns,3.22,,,,,,,EcoGrocer,-95.4115962,29.78171085,Bakery Products,82.0,05/06/2024,19/09/2024,yes
,,Tyson,Lamb,13.98,,,,,,,MegaMarket,-74.01152641,40.75709602,Meat Products,12.0,22/06/2024,26/07/2024,yes
,,Mars,Halva,2.12,,,,,,,MarketMax,2.311161884,48.81692929,Sweets,77.0,01/09/2024,15/06/2025,yes
,,Yashkino,Noodles,1.97,,,,,,,FreshFoods,-118.2377463,34.07468438,Bakery Products,22.0,29/09/2024,18/11/2024,yes
,,Perdue,Poultry,10.03,,,,,,,FoodWorld,37.58402074,55.72039348,Meat Products,62.0,27/04/2024,27/05/2024,yes
,,Danone,Kefir,8.73,,,,,,,FoodWorld,37.58685482,55.76518064,Dairy Products,1.0,07/10/2024,02/12/2024,yes
,,Ferrero,Cakes,6.79,,,,,,,GoldenCart,-0.134738378,51.50142229,Sweets,42.0,21/01/2025,01/08/2025,yes
,,Nescaf̩,Carbonated Drinks,12.43,,,,,,,MarketMax,2.331344815,48.90347252,Beverages,42.0,27/09/2024,07/01/2026,yes
,,Ferrero,Jam,11.53,,,,,,,FreshFoods,-118.27372,34.09540672,Sweets,99.0,25/12/2024,07/04/2025,yes
,,President,Cream,3.94,,,,,,,EcoGrocer,-95.39066688,29.7542455,Dairy Products,64.0,29/05/2024,20/07/2024,yes
,,Nestl̩,Halva,11.23,,,,,,,MarketMax,2.309596514,48.88550768,Sweets,52.0,17/12/2024,01/12/2025,no
,,Cherkizovo,Hot Dogs,20.38,,,,,,,MarketMax,2.381272092,48.86096452,Meat Products,82.0,01/05/2024,14/05/2024,yes
,,Nestl̩,Cakes,2.99,,,,,,,GoldenCart,-0.11653221,51.47403385,Sweets,56.0,12/05/2024,15/08/2024,yes
,,Pioner,Bread,5.12,,,,,,,TastyBite,139.6690664,35.68199934,Bakery Products,51.0,11/11/2024,10/05/2025,yes
,,Perdue,Beef,11.24,,,,,,,GoldenCart,-0.129522892,51.55717027,Meat Products,15.0,30/05/2024,28/06/2024,yes
,,President,Cream,2.54,,,,,,,EcoGrocer,-95.38496997,29.76251148,Dairy Products,90.0,05/11/2024,29/12/2024,yes
,,Campina,Butter,3.4,,,,,,,FreshFoods,-118.2593922,34.00445851,Dairy Products,22.0,21/07/2024,09/10/2024,yes
,,Pepsi,Carbonated Drinks,1.41,,,,,,,TastyBite,139.6465054,35.66883694,Beverages,82.0,26/10/2024,03/06/2026,yes
,,Campina,Yogurt,6.62,,,,,,,EcoGrocer,-95.37684472,29.7553575,Dairy Products,27.0,08/08/2024,30/08/2024,no
,,Coca-Cola,Juices,14.52,,,,,,,TastyBite,139.6328985,35.64489598,Beverages,86.0,24/11/2024,14/11/2026,yes
,,Hormel,Sausage,18.47,,,,,,,MarketMax,2.360900471,48.86773084,Meat Products,80.0,15/06/2024,13/08/2024,no
,,Tyson,Lamb,12.47,,,,,,,NutriMart,-99.11598899,19.44161684,Meat Products,40.0,17/05/2024,04/06/2024,yes
,,Lipton,Carbonated Drinks,10.71,,,,,,,MarketMax,2.31598673,48.84842391,Beverages,63.0,07/02/2025,07/02/2027,yes
,,Makfa,Bread,7.06,,,,,,,SuperValue,-87.6308358,41.88359126,Bakery Products,58.0,30/01/2025,19/02/2025,no
,,Roshen,Jam,6.16,,,,,,,FoodWorld,37.64882159,55.71945347,Sweets,64.0,14/10/2024,20/09/2025,no
,,Ozon,Wheat Flour,3.02,,,,,,,FoodWorld,37.62383978,55.72252535,Bakery Products,36.0,12/07/2024,03/12/2024,no
,,Roshen,Chocolate,9.75,,,,,,,NutriMart,-99.10660804,19.45685183,Sweets,74.0,16/05/2024,29/12/2024,no
,,Nescaf̩,Carbonated Drinks,5.17,,,,,,,GoldenCart,-0.102121376,51.51160434,Beverages,55.0,10/05/2024,17/07/2025,no
,,President,Butter,8.49,,,,,,,FoodWorld,37.65351996,55.73208152,Dairy Products,16.0,18/07/2024,27/08/2024,yes
,,Pepsi,Coffee,12.28,,,,,,,GoldenCart,-0.11677382,51.54350487,Beverages,18.0,02/07/2024,28/07/2025,yes
,,Hormel,Poultry,24.71,,,,,,,TastyBite,139.6541769,35.6543085,Meat Products,74.0,02/08/2024,10/09/2024,yes
,,Coca-Cola,Juices,4.5,,,,,,,FreshFoods,-118.2186906,34.01575889,Beverages,84.0,22/05/2024,02/04/2025,no
,,Pepsi,Coffee,6.25,,,,,,,EcoGrocer,-95.35217654,29.78654736,Beverages,81.0,03/08/2024,30/03/2026,yes
,,Perdue,Sausage,22.38,,,,,,,FreshFoods,-118.2187198,34.04248508,Meat Products,42.0,10/01/2025,17/01/2025,no
,,Tyson,Hot Dogs,21.5,,,,,,,FreshFoods,-118.2478551,34.07529319,Meat Products,51.0,08/07/2024,11/08/2024,yes
,,Ferrero,Halva,2.46,,,,,,,GoldenCart,-0.144024484,51.54023436,Sweets,63.0,10/09/2024,02/01/2025,yes
,,Pioner,Biscuits,7.97,,,,,,,FoodWorld,37.66024329,55.70742814,Bakery Products,1.0,24/10/2024,21/12/2024,no
,,Tyson,Smoked Meat,12.44,,,,,,,PrimePick,-112.0307274,33.41429775,Meat Products,47.0,25/07/2024,06/08/2024,no
,,Pioner,Buns,2.49,,,,,,,SuperValue,-87.61723957,41.83327873,Bakery Products,12.0,06/05/2024,13/05/2024,yes
,,Nestl̩,Cream,7.55,,,,,,,NutriMart,-99.11520173,19.40521909,Dairy Products,44.0,19/05/2024,26/07/2024,yes
,,Nestl̩,Kefir,5.06,,,,,,,EcoGrocer,-95.34672366,29.74870699,Dairy Products,48.0,19/08/2024,19/09/2024,no
,,Amul,Cottage Cheese,5.52,,,,,,,SuperValue,-87.61208629,41.89225761,Dairy Products,2.0,25/01/2025,01/03/2025,no
,,Pepsi,Mineral Water,9.25,,,,,,,SuperValue,-87.6181924,41.92008941,Beverages,13.0,29/05/2024,31/03/2025,yes
,,Tyson,Lamb,19.42,,,,,,,MarketMax,2.316183019,48.83805037,Meat Products,71.0,20/01/2025,06/03/2025,yes
,,Oscar Mayer,Hot Dogs,19.96,,,,,,,MegaMarket,-73.99015946,40.74758921,Meat Products,78.0,04/12/2024,23/12/2024,yes
,,Pioner,Biscuits,5.47,,,,,,,MegaMarket,-73.9766222,40.74118016,Bakery Products,15.0,20/07/2024,01/12/2024,yes
,,Pioner,Noodles,5.78,,,,,,,MegaMarket,-73.96260756,40.76148825,Bakery Products,54.0,22/09/2024,15/02/2025,no
,,Oscar Mayer,Beef,10.73,,,,,,,FreshFoods,-118.2869467,34.00386894,Meat Products,8.0,08/10/2024,16/11/2024,no
,,Roshen,Halva,5.1,,,,,,,MarketMax,2.342427741,48.84895752,Sweets,20.0,08/08/2024,18/12/2024,yes
,,Perdue,Hot Dogs,17.86,,,,,,,EcoGrocer,-95.40426229,29.80783134,Meat Products,82.0,14/02/2025,05/04/2025,yes
,,Danone,Milk,6.9,,,,,,,MarketMax,2.386846812,48.87959584,Dairy Products,56.0,17/05/2024,28/07/2024,yes
,,Danone,Cheese,8.26,,,,,,,SuperValue,-87.60900994,41.8400443,Dairy Products,45.0,11/12/2024,01/03/2025,no
,,Tyson,Beef,15.48,,,,,,,SuperValue,-87.60482236,41.86528694,Meat Products,43.0,24/10/2024,17/11/2024,yes
,,Milka,Chocolate,5.68,,,,,,,NutriMart,-99.13358524,19.44535328,Sweets,64.0,03/01/2025,27/06/2025,yes
,,Danone,Cream,8.87,,,,,,,FreshFoods,-118.226288,34.09162684,Dairy Products,66.0,20/03/2024,08/04/2024,yes
,,Makfa,Wheat Flour,3.25,,,,,,,MegaMarket,-74.01770205,40.70997646,Bakery Products,71.0,19/10/2024,22/12/2024,yes
,,Tyson,Hot Dogs,9.46,,,,,,,GoldenCart,-0.170011293,51.4845258,Meat Products,87.0,14/04/2024,02/05/2024,yes
,,Nestl̩ Pure Life,Juices,1.11,,,,,,,MegaMarket,-74.04910736,40.75820794,Beverages,42.0,02/05/2024,08/02/2026,yes
,,Pioner,Bread,6.13,,,,,,,NutriMart,-99.1092424,19.46105072,Bakery Products,76.0,26/11/2024,22/01/2025,yes
,,Danone,Cottage Cheese,9.61,,,,,,,EcoGrocer,-95.32656025,29.72545664,Dairy Products,45.0,07/02/2025,22/02/2025,yes
,,Danone,Cottage Cheese,9.69,,,,,,,MarketMax,2.374921504,48.8915006,Dairy Products,31.0,19/10/2024,03/01/2025,no
,,Yashkino,Biscuits,7.82,,,,,,,SuperValue,-87.67049734,41.89926525,Bakery Products,90.0,25/09/2024,27/01/2025,yes
,,Coca-Cola,Coffee,10.27,,,,,,,FreshFoods,-118.2299784,34.05274278,Beverages,73.0,19/04/2024,04/01/2026,yes
,,Nestl̩ Pure Life,Juices,2.05,,,,,,,PrimePick,-112.0924991,33.42449909,Beverages,58.0,05/08/2024,28/09/2025,yes
,,Lipton,Juices,6.02,,,,,,,NutriMart,-99.17263422,19.39349728,Beverages,53.0,19/05/2024,17/05/2026,no
,,Nestl̩,Yogurt,3.72,,,,,,,FoodWorld,37.59380079,55.73663077,Dairy Products,88.0,21/08/2024,09/09/2024,no
,,Perdue,Hot Dogs,21.4,,,,,,,SuperValue,-87.65497812,41.83722129,Meat Products,7.0,19/08/2024,11/09/2024,yes
,,Ferrero,Chocolate,3.21,,,,,,,MarketMax,2.357795376,48.89206013,Sweets,60.0,10/05/2024,18/10/2024,yes
,,Tyson,Hot Dogs,6.5,,,,,,,EcoGrocer,-95.33743266,29.72347152,Meat Products,76.0,29/07/2024,26/09/2024,no
,,Barilla,Bread,1.35,,,,,,,EcoGrocer,-95.37545687,29.80064961,Bakery Products,16.0,09/04/2024,12/08/2024,no
,,President,Cream,3.72,,,,,,,MarketMax,2.341699869,48.88876854,Dairy Products,55.0,15/06/2024,13/08/2024,yes
,,Roshen,Halva,6.99,,,,,,,PrimePick,-112.1091369,33.44300114,Sweets,32.0,13/02/2025,12/10/2025,no
,,Pioner,Pasta,5.42,,,,,,,FoodWorld,37.5952776,55.71189791,Bakery Products,83.0,13/12/2024,21/02/2025,no
,,Perdue,Hot Dogs,15.05,,,,,,,MegaMarket,-73.97780842,40.76174036,Meat Products,63.0,11/09/2024,24/10/2024,yes
,,Parmalat,Milk,8.13,,,,,,,SuperValue,-87.62008836,41.8307063,Dairy Products,61.0,15/12/2024,12/02/2025,no
,,Cherkizovo,Smoked Meat,21.93,,,,,,,SuperValue,-87.61411356,41.83811343,Meat Products,8.0,09/07/2024,21/08/2024,no
,,Makfa,Pasta,7.4,,,,,,,GoldenCart,-0.078645808,51.5509206,Bakery Products,76.0,28/08/2024,04/12/2024,yes
,,Ferrero,Ice Cream,6.9,,,,,,,GoldenCart,-0.121439351,51.55215587,Sweets,70.0,24/08/2024,19/02/2025,yes
,,Coca-Cola,Juices,5.77,,,,,,,EcoGrocer,-95.4178072,29.77056628,Beverages,79.0,30/06/2024,09/05/2025,yes
,,Barilla,Noodles,5.93,,,,,,,GoldenCart,-0.163028798,51.4633556,Bakery Products,47.0,25/04/2024,05/08/2024,yes
,,Makfa,Buns,5.54,,,,,,,NutriMart,-99.15302348,19.39270322,Bakery Products,56.0,09/02/2025,20/06/2025,yes
,,Oscar Mayer,Smoked Meat,11.14,,,,,,,TastyBite,139.6931845,35.69555604,Meat Products,76.0,16/06/2024,17/07/2024,yes
,,Nestl̩,Halva,11.21,,,,,,,SuperValue,-87.67962021,41.84587083,Sweets,5.0,20/06/2024,27/02/2025,no
,,Pepsi,Juices,5.86,,,,,,,EcoGrocer,-95.40938898,29.77436468,Beverages,96.0,27/04/2024,24/06/2025,yes
,,Perdue,Beef,18.86,,,,,,,FreshFoods,-118.2266975,34.08436618,Meat Products,34.0,04/07/2024,26/07/2024,yes
,,Lipton,Carbonated Drinks,5.92,,,,,,,FreshFoods,-118.2888853,34.07424136,Beverages,53.0,26/11/2024,16/06/2026,yes
,,Makfa,Biscuits,1.14,,,,,,,FoodWorld,37.62510555,55.784673,Bakery Products,10.0,05/04/2024,26/06/2024,yes
,,Pepsi,Mineral Water,9.32,,,,,,,FreshFoods,-118.2766895,34.00962004,Beverages,71.0,05/05/2024,13/10/2025,yes
,,Yashkino,Biscuits,3.32,,,,,,,FoodWorld,37.61043233,55.77625046,Bakery Products,21.0,15/04/2024,17/05/2024,no
,,Milka,Jam,2.96,,,,,,,MarketMax,2.37440381,48.87631967,Sweets,37.0,18/08/2024,17/03/2025,yes
,,Tyson,Sausage,18.24,,,,,,,TastyBite,139.615659,35.71018545,Meat Products,12.0,16/08/2024,14/10/2024,yes
,,Tyson,Sausage,12.95,,,,,,,EcoGrocer,-95.3991047,29.72009869,Meat Products,15.0,23/08/2024,19/10/2024,yes
,,Ozon,Biscuits,1.31,,,,,,,PrimePick,-112.0695874,33.40751369,Bakery Products,48.0,22/06/2024,21/10/2024,yes
,,Danone,Butter,7.35,,,,,,,PrimePick,-112.0971438,33.42102423,Dairy Products,90.0,07/05/2024,31/05/2024,no
,,Mars,Ice Cream,8.87,,,,,,,MarketMax,2.361172644,48.90367055,Sweets,67.0,19/10/2024,18/10/2025,no
,,President,Butter,6.57,,,,,,,NutriMart,-99.13557377,19.47076539,Dairy Products,92.0,05/04/2024,22/06/2024,yes
,,President,Yogurt,3.01,,,,,,,NutriMart,-99.12117269,19.45035349,Dairy Products,22.0,05/07/2024,12/08/2024,yes
,,Yashkino,Bread,3.72,,,,,,,MarketMax,2.384456403,48.82679193,Bakery Products,41.0,22/04/2024,21/05/2024,yes
,,Campina,Cottage Cheese,2.9,,,,,,,GoldenCart,-0.125831182,51.54306242,Dairy Products,76.0,11/12/2024,16/02/2025,yes
,,Nestl̩,Cottage Cheese,8.94,,,,,,,NutriMart,-99.10736226,19.44139341,Dairy Products,100.0,09/05/2024,28/06/2024,no
,,Roshen,Ice Cream,6.03,,,,,,,MarketMax,2.367678767,48.83301366,Sweets,5.0,15/06/2024,01/02/2025,yes
,,Oscar Mayer,Beef,22.94,,,,,,,MarketMax,2.391157421,48.81047825,Meat Products,96.0,17/11/2024,11/12/2024,yes
,,Danone,Yogurt,4.16,,,,,,,PrimePick,-112.0397153,33.42949493,Dairy Products,39.0,31/10/2024,25/12/2024,yes
,,Lipton,Coffee,12.08,,,,,,,FreshFoods,-118.2725609,34.02099357,Beverages,48.0,16/04/2024,24/03/2026,yes
,,Roshen,Chocolate,10.37,,,,,,,TastyBite,139.6783516,35.66653851,Sweets,23.0,25/06/2024,03/01/2025,yes
,,Ozon,Bread,5.45,,,,,,,FoodWorld,37.60333751,55.71085593,Bakery Products,60.0,02/12/2024,20/03/2025,yes
,,Pepsi,Tea,5.82,,,,,,,MegaMarket,-74.00712133,40.68699381,Beverages,76.0,26/12/2024,17/06/2026,no
,,Tyson,Sausage,20.6,,,,,,,PrimePick,-112.0551149,33.47329611,Meat Products,7.0,10/06/2024,23/07/2024,yes
,,Perdue,Hot Dogs,23.23,,,,,,,EcoGrocer,-95.35203048,29.77513799,Meat Products,3.0,23/03/2024,29/04/2024,yes
,,Milka,Jam,6.24,,,,,,,NutriMart,-99.160823,19.46268648,Sweets,91.0,11/02/2025,29/09/2025,yes
,,Cherkizovo,Hot Dogs,5.15,,,,,,,GoldenCart,-0.155979095,51.5032998,Meat Products,51.0,12/01/2025,25/01/2025,no
,,Hormel,Smoked Meat,11.73,,,,,,,GoldenCart,-0.118422746,51.51354571,Meat Products,14.0,20/11/2024,01/12/2024,yes
,,Oscar Mayer,Lamb,21.11,,,,,,,GoldenCart,-0.151685309,51.54354916,Meat Products,67.0,20/07/2024,30/07/2024,no
,,Barilla,Buns,7.35,,,,,,,NutriMart,-99.15124143,19.42300984,Bakery Products,64.0,17/08/2024,29/10/2024,yes
,,Ozon,Buns,5.47,,,,,,,MegaMarket,-73.95652463,40.72110237,Bakery Products,92.0,10/07/2024,30/11/2024,yes
,,Ferrero,Cakes,9.41,,,,,,,GoldenCart,-0.093258076,51.50813149,Sweets,13.0,15/11/2024,19/04/2025,no
,,Tyson,Lamb,22.43,,,,,,,TastyBite,139.6186068,35.70249182,Meat Products,46.0,11/07/2024,03/09/2024,yes
,,Coca-Cola,Tea,7.61,,,,,,,GoldenCart,-0.11924293,51.49456824,Beverages,7.0,06/02/2025,16/10/2025,yes
,,Perdue,Beef,11.85,,,,,,,FreshFoods,-118.2555331,34.08894978,Meat Products,20.0,28/05/2024,16/06/2024,no
,,Barilla,Biscuits,3.19,,,,,,,FoodWorld,37.65353939,55.72012242,Bakery Products,43.0,05/02/2025,29/03/2025,yes
,,Yashkino,Pasta,5.3,,,,,,,FoodWorld,37.64341933,55.73315279,Bakery Products,63.0,03/05/2024,12/06/2024,yes
,,Nestl̩,Cottage Cheese,9.14,,,,,,,MarketMax,2.349940028,48.84950254,Dairy Products,26.0,26/09/2024,11/10/2024,no
,,Makfa,Buns,1.72,,,,,,,TastyBite,139.6679748,35.64525767,Bakery Products,45.0,25/08/2024,04/10/2024,yes
,,Hormel,Sausage,15.48,,,,,,,PrimePick,-112.0416156,33.41510202,Meat Products,94.0,10/12/2024,24/01/2025,yes
,,Oscar Mayer,Lamb,9.49,,,,,,,SuperValue,-87.58966162,41.86237328,Meat Products,52.0,28/03/2024,18/04/2024,no
,,Barilla,Bread,3.63,,,,,,,EcoGrocer,-95.36083072,29.78380766,Bakery Products,92.0,15/02/2025,03/03/2025,yes
,,Campina,Milk,7.52,,,,,,,TastyBite,139.6596924,35.68851348,Dairy Products,84.0,29/03/2024,18/04/2024,yes
,,Makfa,Buns,3.11,,,,,,,MarketMax,2.327473829,48.81895951,Bakery Products,88.0,04/02/2025,13/02/2025,yes
,,Pioner,Wheat Flour,2.98,,,,,,,TastyBite,139.6608634,35.65319771,Bakery Products,66.0,29/01/2025,07/03/2025,no
,,Cherkizovo,Lamb,8.21,,,,,,,FoodWorld,37.58727494,55.72566467,Meat Products,46.0,14/10/2024,08/11/2024,yes
,,Barilla,Wheat Flour,6.85,,,,,,,EcoGrocer,-95.37173361,29.77922039,Bakery Products,86.0,03/05/2024,07/06/2024,yes
,,Campina,Cream,5.65,,,,,,,SuperValue,-87.60184738,41.9230446,Dairy Products,13.0,28/07/2024,09/09/2024,no
,,Barilla,Bread,6.17,,,,,,,PrimePick,-112.1140191,33.44482774,Bakery Products,47.0,26/08/2024,20/12/2024,yes
,,Ozon,Bread,7.15,,,,,,,MegaMarket,-74.04216056,40.66376723,Bakery Products,57.0,31/01/2025,16/04/2025,yes
,,Nestl̩ Pure Life,Tea,10.08,,,,,,,GoldenCart,-0.137722249,51.47568694,Beverages,89.0,18/11/2024,22/07/2026,no
,,Barilla,Biscuits,5.75,,,,,,,FreshFoods,-118.2210589,34.01545116,Bakery Products,76.0,21/11/2024,22/04/2025,yes
,,Pioner,Biscuits,1.32,,,,,,,MarketMax,2.363335842,48.88451643,Bakery Products,15.0,15/10/2024,11/02/2025,yes
,,Roshen,Jam,7.19,,,,,,,GoldenCart,-0.090966773,51.45863602,Sweets,73.0,11/07/2024,31/03/2025,yes
,,Pioner,Bread,2.04,,,,,,,NutriMart,-99.11702867,19.39212421,Bakery Products,85.0,10/02/2025,26/05/2025,no
,,Yashkino,Biscuits,6.26,,,,,,,NutriMart,-99.11886013,19.38805661,Bakery Products,64.0,11/06/2024,07/07/2024,yes
,,Yashkino,Buns,1.55,,,,,,,GoldenCart,-0.172764929,51.5544145,Bakery Products,49.0,11/10/2024,17/12/2024,yes
,,Nestl̩ Pure Life,Mineral Water,2.44,,,,,,,NutriMart,-99.09754108,19.42740986,Beverages,64.0,16/02/2025,02/09/2025,yes
,,Roshen,Jam,8.55,,,,,,,TastyBite,139.6828909,35.68110988,Sweets,39.0,04/12/2024,17/06/2025,yes
,,Pioner,Bread,4.31,,,,,,,GoldenCart,-0.172372479,51.49373425,Bakery Products,72.0,30/01/2025,09/07/2025,yes
,,Barilla,Bread,4.83,,,,,,,FoodWorld,37.643232,55.71720234,Bakery Products,46.0,06/02/2025,28/04/2025,yes
,,Pioner,Wheat Flour,2.31,,,,,,,FreshFoods,-118.2772845,34.00677781,Bakery Products,33.0,25/01/2025,23/03/2025,no
,,Ozon,Wheat Flour,7.49,,,,,,,MarketMax,2.384655414,48.82815895,Bakery Products,97.0,17/10/2024,04/11/2024,no
,,Nescaf̩,Coffee,8.43,,,,,,,NutriMart,-99.09402456,19.39492192,Beverages,18.0,29/11/2024,01/06/2025,yes
,,Ferrero,Jam,3.04,,,,,,,MarketMax,2.350493196,48.89048161,Sweets,75.0,15/06/2024,17/11/2024,yes
,,Lipton,Coffee,6.57,,,,,,,NutriMart,-99.13278899,19.47086959,Beverages,89.0,24/07/2024,27/10/2025,yes
,,Nescaf̩,Coffee,10.97,,,,,,,PrimePick,-112.1106628,33.44368457,Beverages,39.0,24/12/2024,09/05/2026,no
,,Hormel,Smoked Meat,15.08,,,,,,,EcoGrocer,-95.35738324,29.73048891,Meat Products,17.0,14/02/2025,04/03/2025,yes
,,Nestl̩,Halva,4.86,,,,,,,GoldenCart,-0.101722498,51.52843527,Sweets,74.0,18/10/2024,16/10/2025,no
,,Barilla,Buns,6.25,,,,,,,MegaMarket,-74.05347279,40.715073,Bakery Products,8.0,29/06/2024,12/09/2024,yes
,,Campina,Butter,2.26,,,,,,,PrimePick,-112.1093572,33.46673903,Dairy Products,38.0,01/07/2024,22/09/2024,no
,,Ferrero,Jam,4.38,,,,,,,FreshFoods,-118.2261474,34.06381088,Sweets,83.0,31/12/2024,16/10/2025,no
,,Lipton,Tea,1.18,,,,,,,PrimePick,-112.119302,33.46769361,Beverages,88.0,26/08/2024,18/04/2025,yes
,,Pepsi,Juices,11.87,,,,,,,NutriMart,-99.09715553,19.469485,Beverages,97.0,14/01/2025,30/01/2026,no
,,Danone,Yogurt,5.02,,,,,,,PrimePick,-112.0256547,33.44328149,Dairy Products,95.0,07/12/2024,05/01/2025,yes
,,Tyson,Poultry,8.07,,,,,,,TastyBite,139.6163929,35.65262396,Meat Products,60.0,06/06/2024,15/06/2024,yes
